retailer,name,address,region,postal_code,latitude,longitude,maps_url,is_active,fase,casa_loy_blanco,casa_loy_reposado,casa_loy_cristalino,casa_loy_anejo,casa_loy_piedra_y_agave_blanco,taddel_plata,taddel_reposado,taddel_cristalino,tierra_zafiro_blanco,tierra_zafiro_blanco_100_pure,tierra_zafiro_reposado,tierra_zafiro_cristalino,creado_en,casa_loy_piedra_y_agave_reposado,pdv,cdc,cl,td,tz
Kokopelli Liquors,,"2996 D Rd, Grand Junction, CO 81504",usa,81504,39.063308,-108.497258,https://maps.app.goo.gl/cutZ8xKu5HN1MMkJ7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Kramer Beverage,,,usa,80123,39.6170479,-74.8175925,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
La Buena Vida Mexican Restaurant,,"901 E Harmony Rd STE 140, Fort Collins, CO 80525",usa,80538,40.5231571,-105.0612488,https://maps.app.goo.gl/ViVrGcyd5L29TfD28,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,true
La Casa Liquor,,,usa,91950,32.6827071,-117.1008712,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
La Cocina,,,usa,91350,34.450112,-118.497412,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
La Cocina Bar & Grill,,,usa,91350,34.3955574,-118.4839565,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
La Cocina Bar & Grill,,,usa,91390,34.4606598,-118.5338791,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
La Huasteca,,,usa,90621,33.859533,-117.9973372,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
La Chula on Broadway,,"3866 S Broadway, Englewood, CO 80113",usa,80113,39.6463861,-104.9874384,https://maps.app.goo.gl/P7EpE9ZPzuBTBD89A,true,Sofia Mejia,,,,,,,,,,,,,,,,false,true,,,true
La Huerta,,"1270 US-412, Siloam Springs, AR 72761",usa,72761,36.1753682,-94.5546327,https://maps.app.goo.gl/jpEy9Nc7deeSxeMM6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,
La Huerta Mexican Restaurant,,"1860 N Crossover Rd, Fayetteville, AR 72701",usa,72701,36.0862445,-94.12045,https://maps.app.goo.gl/fzHVvFnaN7VgD74U6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,
La Huerta Mexican Restaurant,,"2356 N College Ave, Fayetteville, AR 72703",usa,72703,36.0939273,-94.1521632,https://maps.app.goo.gl/bPDAiHHEz856yfeC9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,
La Loteria,,"42 S Broadway, Denver, CO",usa,80209,39.7158264,-104.9873129,https://maps.app.goo.gl/PZDdc9XGTYByEm2dA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,true,true
La Perla Del Mar Bar & Grill,,,usa,90242,33.9176513,-118.1391916,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
La Presa Liquor,,,usa,91977,32.7081091,-116.9971637,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
La Sexy Michelada,,,usa,90602,33.9776544,-118.0376144,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
La Surtidora II Cash & Carry,,,usa,92408,34.0746466,-117.2937216,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
La Surtidora III Cash & Carry,,,usa,92557,33.9436053,-117.2801418,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
La Vero's Mexican Seafood & Bar,,,usa,93030,34.197927,-119.1793335,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
La Tradicion Bar and Grill,,"112 W Elkhorn Ave, Estes Park, CO 80517",usa,80517,40.3759292,-105.5241491,https://maps.app.goo.gl/Q9hjhQai5eJSxYq46,true,Sofia Mejia,,,,,,,,,,,,,,,,false,true,,,true
Cielito Lindo Mexican,,"645 Tenacity Dr UNIT A, Longmont, CO 80504",usa,80621,40.1353412,-105.1033983,https://maps.app.goo.gl/izm24qJFUC7JzApy6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,,,true
Lake Liquor,,"20710 AR-365 N, Maumelle, AR 72113",usa,72113,34.8842445,-92.3849489,https://maps.app.goo.gl/F7PxTVWK52BfMnvAA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Lakeside Liquor,,,usa,92530,33.6775,-117.3733333,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Lanterna Distributors,,,usa,21244,39.3284783,-76.7484894,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Las Americas Liquor Store,,,usa,33012,25.8612111,-80.2823735,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Las Potrancas Mexican Restaurant Arvada,,"11651 W 64th Ave, Arvada",usa,80004,39.8138492,-105.1298227,https://maps.app.goo.gl/dDUPm1dYoga1AiEu5,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,,,true
Last Chance Liquors Inc,,"4256 County Rd 56, Springdale, AR 72762",usa,72762,36.1935962,-94.1770176,https://maps.app.goo.gl/mY8fTWzTPEnvKgyR9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Latin Creations,,,usa,81435,37.9373186,-107.8123187,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Latino's Liquor,,,usa,,25.7680477,-80.3753764,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Legacy Wine and Spirits,,"16900 Chenal Pkwy #130, Little Rock, AR 72223",usa,72223,34.7594331,-92.4521283,https://maps.app.goo.gl/79H6B3NZGC1Ak6HdA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Lena's Liquor,,,usa,92025,33.1324341,-117.0688411,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Leti's Liquors,,,usa,33014,25.883956,-80.3161571,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor And More,,,usa,91042,34.2468936,-118.278109,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Bee's,,,usa,78249,29.5695658,-98.6502994,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Depot,,,usa,95358,37.6014925,-120.9930541,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Depot 360,,,usa,75053,32.6459806,-97.060882,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Depot 910,,,usa,75051,32.7095069,-96.992134,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Depot Alvarado,,,usa,76009,32.4176683,-97.2253496,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Depot Balch Springs,,,usa,75180,32.7054424,-96.6250406,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Depot Basswood,,,usa,76148,32.8748173,-97.2636023,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Depot Bedford,,,usa,76021,32.8533556,-97.1110737,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Depot Euless,,,usa,76040,32.8309277,-97.099303,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Depot Express,,,usa,76010,32.7130174,-97.0603947,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Depot Express Dallas,,,usa,75238,32.8550182,-96.7317618,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Depot Glenn Heights,,,usa,75154,32.5596822,-96.824347,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Depot Grand Prairie,,,usa,75053,32.6502055,-97.0441731,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Depot Greenville,,,usa,75402,33.1214989,-96.0961916,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Depot Hebron,,,usa,75010,33.0452664,-96.8823231,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Depot Hurst,,,usa,76053,32.8350632,-97.1856348,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Depot Hutchins,,,usa,75141,32.6526034,-96.7093683,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
LIQUOR DEPOT IRVING,,,usa,75062,32.8547317,-96.992666,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Depot McCart,,,usa,76122,32.6619675,-97.3564245,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Depot Near AT&T Stadium,,,usa,76010,32.7350719,-97.0975851,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Depot Near Texas Motor Speedway,,,usa,76262,33.0090924,-97.2221744,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Depot Pantego,,,usa,76016,32.6977647,-97.2135889,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
LIQUOR DEPOT STORY ROAD,,,usa,75061,32.8297538,-96.9754029,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
LIQUOR DEPOT TARRANT,,,usa,75050,32.7720931,-97.0185801,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Depot Venus,,,usa,76084,32.4422441,-97.0866689,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor hub,,,usa,76132,32.6456907,-97.4102424,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
LIQUOR HUT,,,usa,91351,34.4081064,-118.462247,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Mart & Wine Shoppe,,"2100 N College Ave, Fayetteville, AR 72703",usa,72703,36.0902991,-94.1534103,https://maps.app.goo.gl/n2L8DQsqyudWhgQb6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Liquor Paradise,,,usa,91730,34.1062676,-117.5808442,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquor Rock,,"1208 S Bowman Rd, Little Rock, AR 72211",usa,72211,34.7432749,-92.4077596,https://maps.app.goo.gl/UGCweaLFWpoJF1eE7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
9th Ave. Liquor Warehouse,,"750 9th Ave C, Longmont, CO 80501",usa,80501,40.1749952,-105.1046086,https://maps.app.goo.gl/astf1iw22RovmFXm6,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,,,true
Liquor World,,"3330 N College Ave, Fayetteville, AR 72703",usa,72703,36.1114963,-94.1434181,https://maps.app.goo.gl/WdCXMFbEcxJoKvtA8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Liquor Zone Arlington,,,usa,76010,32.7118755,-97.0563617,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Liquorama,,,usa,91786,34.1083394,-117.6630546,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Loco wines and liquors,,"125 S Santa Fe Ave, Pueblo, CO 81003",usa,81003,38.2670756,-104.6072517,https://maps.app.goo.gl/kQoDPNT2SnqmKDb4A,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,,,true
Lodge At Hover Crossing,,"2127 18th Ave, Longmont, CO 80501",usa,80501,40.1909494,-105.128306,https://maps.app.goo.gl/hbqRzyvPXaTGZaW47,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Log Cabin Liquors,,"443 Mountain Ave, Berthoud, CO 80513",usa,80501,40.3049182,-105.0807898,https://maps.app.goo.gl/TbmjSuvpEQNDALqP9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Logan Liquors,,"100 S Logan St, Denver, CO 80209",usa,80226,39.7145452,-104.9823594,https://maps.app.goo.gl/ydr4CPq2KnQ8mvp2A,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Lola's Market,,,usa,94558,38.2883381,-122.3094735,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Longhorn Liquor Mart,,"1640 Big Thompson Ave, Estes Park, CO 80517",usa,80517,40.3808333,-105.4976489,https://maps.app.goo.gl/CdtFrimPaTbwwGeV8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Los Alamos Wine & Spirits Fine Cigars,,,usa,92563,33.576493,-117.1779805,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Los Tarascos Restaurant,,"622 S College Ave, Fort Collins, CO 80524",usa,80524,40.5791566,-105.0767664,https://maps.app.goo.gl/RTQNA4rDJ6CkAcZF6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,,,true
Louie's Liquor,,,usa,91702,34.1330852,-117.9002493,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Lucky Me Dispensary,,"2648 Patterson Rd A, Grand Junction, CO 81506",usa,81506,39.0922724,-108.5146237,https://maps.app.goo.gl/dZ2tS7YTtkrKfBfq6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Lucky Me Liquor,,"2902 Patterson Rd, Grand Junction, CO 81504",usa,81504,39.0923775,-108.5621535,https://maps.app.goo.gl/QCXyrucjNWwTYpxk9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,,,true
Lucky Me Liquor 3,,"2992 Patterson Rd, Grand Junction, CO 81504, EE. UU.",,81504,39.0923091,-108.4974308,https://maps.app.goo.gl/7kNPt9BBtrgy6rju9,,Sofia Mejia,,,,,,,,,,,,,,,,,,,
Lucky Shot at Cedaredge Golf,,"500 SE Jay Ave, Cedaredge, CO 81413",usa,81413,39.0923091,-108.4974308,https://maps.app.goo.gl/7cR6gsnYgSi5UrQz8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,true
Lucky Shot at Cedaredge Golf,,,usa,,38.8811528,-107.9272132,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,true
Lugano Wine And Spirits + VAPE,,"9597 E Iliff Ave, Denver, CO 80231",usa,80231,39.6752196,-104.8759205,https://maps.app.goo.gl/8HtTQiZAycEPsU4B6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Lupita's Mexican Restaurant,,"75 W Bridge St, Brighton, CO 80601",usa,80601,39.987289,-104.8251779,https://maps.app.goo.gl/LZqQNExzGcHDb9w97,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,,,true
M & M Mini Market,,,usa,90660,33.9975295,-118.0756217,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,off,,,true
Macadoodles,,"838 N 48th St, Springdale, AR 72762",usa,72762,36.1929565,-94.1842168,https://maps.app.goo.gl/cChRYLCwv1CXo3Y1A,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Madre Cocina y Lounge,,"214 Linden St, Fort Collins, CO 80524",usa,80525,40.5881484,-105.0747959,https://maps.app.goo.gl/RjXd7ivsGESPpSS5A,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Major Marketplace,,,usa,92003,33.2955627,-117.2217407,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Manning's Steaks and Spirits,,"11100 W Alameda Ave, Lakewood, CO 80226",usa,80226,39.710437,-105.1229529,https://maps.app.goo.gl/JaDmco9zAMbaZRXg7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,
Maplewood Market & Liquors,,,usa,95008,37.2743961,-121.9328108,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Mariachi's Grill & Cantina,,"4201 N Shiloh Dr #1790, Fayetteville, AR 72703",usa,72703,36.1278708,-94.1472135,https://maps.app.goo.gl/RzFu7HCdKPo7FoJQ7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,
Marisqueria El MANglar,,,usa,90304,33.9370612,-118.3615759,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Martins Liquor,,,usa,94578,37.7111434,-122.1378574,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Mariscos el charco,,"4978 Leetsdale Dr, Glendale, CO 80246",usa,80246,39.7083538,-104.9301141,https://maps.app.goo.gl/1NhryLpijMDCqCVt7,true,Sofia Mejia,,,,,,,,,,,,,,,,false,true,,true,
Maumelle Wines & Spirits,,"107 Commons Dr, Maumelle, AR 72113",usa,72113,34.8489127,-92.4052976,https://maps.app.goo.gl/QwkDPXJCfuzN68QG8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Mesa Market Wine & Spirits,,,usa,92688,33.6493445,-117.5830043,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Mexico Super,,,usa,94587,37.6108875,-122.0259666,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Mexico Viejo Mexican Restaurant,,"2131 M.L.K. Jr Blvd, Fayetteville, AR 72701",usa,72701,36.0543798,-94.1902244,https://maps.app.goo.gl/yGhkR7jRoq6CXT7NA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,
Mezcal Bar & Grill #1,,,usa,80601,40.0007478,-105.0058715,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Mezcal Lounge,,,usa,93721,36.7380047,-119.7925426,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Mi Alegria Mexican Restaurant,,,usa,91752,33.9815145,-117.5224088,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Mi Casa Mexican Restaurant and Cantina,,"600 South Park Avenue, Breckenridge",usa,80424,39.4776417,-106.0461528,https://maps.app.goo.gl/5FfidccfYdqB1umeA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,true
Mi Mexico Restaurant,,"3956 N Academy Blvd, Colorado Springs, CO 80917",usa,80917,38.889388,-104.757578,https://maps.app.goo.gl/RBiSJFrSDEYoGzieA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,
Mijares Mexican Restaurant,,,usa,91105,34.1375884,-118.1534934,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Milt's Liquor Store,,,usa,91101,34.1577067,-118.1422304,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Mira Loma Market / Propane Tank Refill,,,usa,91752,33.9930427,-117.5196593,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Miramar Wine & Liquor,,,usa,92121,32.8813005,-117.1586686,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Miramar Wine & Spirits,,"3908 Miramar Dr, Pine Bluff, AR 71603",usa,71603,34.2061594,-92.042698,https://maps.app.goo.gl/5G4CcW4nAT6vgZqA7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Mojito's Mexican Grill,,"100 E Joyce Blvd, Fayetteville, AR 72703, EE. UU.",usa,72703,36.125435,-94.155095,https://maps.app.goo.gl/pHC4LCAG3uh3V1JU8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Mojitos Modern Mexican Grill,,"2003 S Promenade Blvd Ste 101, Rogers, AR 72758",usa,72758,36.3126232,-94.1785845,https://maps.app.goo.gl/aVjFt4ogMskwNbTt8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,
Monroe Discount Liquors,,"3600 E Colfax Ave, Denver, CO 80206.",usa,80203,39.739934,-104.9448544,https://maps.app.goo.gl/EAB737kWaRcFgRKy8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Mora's Liquors & Spirits #1,,,usa,,25.7790821,-80.2473826,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Mora's Liquors & Spirits #2,,,usa,,25.7631011,-80.3142796,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Mountain Cellars and Vapes,,"8290 Razorback Rd, Colorado Springs, CO 80920",usa,80920,38.9516928,-104.8003694,https://maps.app.goo.gl/oSmHnGPbwh7EEMcb7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
NAFTA Distributors,,,usa,91761,34.055054,-117.5410692,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Naples Ristorante E Bar,,,usa,92802,33.808857,-117.9220906,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Ni Tuyo,,"730 S University Blvd, Denver, CO 80209",usa,80209,39.7027501,-104.9589868,https://maps.app.goo.gl/eAMxdNS8vzEFxWKM8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,
Norm's Liquor,,,usa,92376,34.0897432,-117.3700598,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Norm's Market & Liquor,,,usa,92335,34.1068836,-117.4492694,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
North Valley Liquors,,"3480 Park Ave W # E, Denver, CO 80216",usa,80004,39.8458246,-104.9773227,https://maps.app.goo.gl/CvPghFH1xN7UKK8B7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Nubbin Ridge Liquor Store,,"8310 AR-23, Magazine, AR 72943",usa,72943,35.2320525,-93.9313749,https://maps.app.goo.gl/va2oVApRoAn5nSQq5,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Oaks Liquor Store,,,usa,91352,34.2288757,-118.365778,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Occasions Catering,,"1789 W Warren Ave, Englewood, CO 80110, EE. UU.",usa,80110,39.6769865,-105.008364,https://maps.app.goo.gl/3BQaHHS1dZ7yw6mD8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,,true,true
Oceana Restaurant,,,usa,92211,33.7585965,-116.3049136,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Old Town Liquor,,,usa,93021,34.2856096,-118.8761819,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Old Town Liquor (Old Town Tequila),,,usa,92110,32.7496694,-117.1921556,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Off Broadway wine &spirits,,"51 Englewood Pkwy, Englewood, CO 80110",usa,80110,39.6548805,-104.986552,https://maps.app.goo.gl/v6P8sL2kLYbMzFXp9,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,,true,
Old Town Liquors,,,usa,80231,39.6533712,-104.9733258,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
On the Rox Sports Bar & Grill,,"11957 Lioness Way, Parker, CO 80134",usa,80134,39.5356176,-104.8513449,https://maps.app.goo.gl/arYbQ67KSBZjC86V9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,
One Stop Mini Mart,,,usa,92882,33.8779478,-117.6497333,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Oscar's Liquor Store,,"19008 MacArthur Dr, North Little Rock, AR 72118",usa,72118,34.8871233,-92.377224,https://maps.app.goo.gl/R3XxEQtv3MqjJPC68,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,
Oscar's Market & Liquor Store,,,usa,92102,32.7116067,-117.1044316,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Pandora's Bottle,,"3637 S Old Missouri Rd, Springdale, AR 72764",usa,72764,36.1305204,-94.1033677,https://maps.app.goo.gl/p7rpQX6Xf6fZW8re9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Papás Place,,,usa,93612,36.8243726,-119.7019014,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
PAPI LIQUORS and KEGS,,,usa,33012,25.8653008,-80.3110502,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Paracho Mexican and Seafood Restaurant,,,usa,92509,33.9757059,-117.4785735,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Parkway Liquor,,"3805 Benton Pkwy, Benton, AR 72015",usa,72015,34.5762326,-92.5411874,https://maps.app.goo.gl/Pb3EDqPdnNzYpr766,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Parral Bar & Grill,,,usa,92701,33.7450705,-117.868012,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Paseo,,,usa,92802,33.8089592,-117.9228057,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Patriots Liquor,,"7935 Constitution Ave #140, Colorado Springs, CO 80951",usa,80951,38.8672962,-104.6785712,https://maps.app.goo.gl/qGZYZhMh9kBTsmNj9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Pearl Wine & Spirits,," 1093 S Pearl St, Denver, CO 80209",usa,80232,39.6967518,-104.9805866,https://maps.app.goo.gl/rFtAcK5vKQFRT6XQ6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,true,
Perla Mexican Cuisine,,,usa,92701,33.7478673,-117.870968,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
