retailer,name,address,region,postal_code,latitude,longitude,maps_url,is_active,fase,casa_loy_blanco,casa_loy_reposado,casa_loy_cristalino,casa_loy_anejo,casa_loy_piedra_y_agave_blanco,taddel_plata,taddel_reposado,taddel_cristalino,tierra_zafiro_blanco,tierra_zafiro_blanco_100_pure,tierra_zafiro_reposado,tierra_zafiro_cristalino,creado_en,casa_loy_piedra_y_agave_reposado,pdv,cdc,cl,td,tz
LICORERIA LA CUEVA,,"López Rayon 204, Jardines del Paraóso, 45430 Zapotlanejo, Jal.",mx,45430,20.6215573,-103.0628863,https://maps.app.goo.gl/FjthnCmJ4EJ1zXDu5,true,Julio Delgado,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,false,,,
LICORERIA PACHECO,,"Gonzólez Gallo 42, Centro, 47930 Ayotlón, Jal.",mx,47930,20.5275179,-102.3329807,https://maps.app.goo.gl/Q9XBkMAgUj2uJdpf9,true,Julio Delgado,true,true,true,false,true,false,false,false,false,false,false,true,,false,true,false,,,
Mariscos Los Arbolitos de Cajeme,San AgustÃ­n,"Av. BatallÃ³n de San Patricio 1000, Residencial San AgustÃ­n 1Âª sec, CP 66260 San Pedro Nl",mx,66260,25.6495075,-100.3380033,https://maps.app.goo.gl/RrT539b3N7Yn3aJi8,true,Alejandro Carranza,false,false,false,false,false,true,false,false,false,false,true,false,,false,false,true,,,
Mariscos Los Arbolitos de Cajeme,Cumbres,"Av. Paseo de los Leones 1549, Cumbres 1a sec, CP 64610, Monterrey NL",mx,64610,25.6995808,-100.3640982,https://maps.app.goo.gl/XziUyHLNdFTbB11G7,true,Alejandro Carranza,false,false,false,false,false,true,false,false,false,false,true,false,,false,false,true,,,
Mariscos Los Arbolitos de Cajeme,Sendero La Fe,"Av. Miguel Aleman, Sin Nombre de Col 30, CP 66600, Apodaca NL",mx,66600,25.7621091,-100.195802,https://maps.app.goo.gl/rV3SYs183YvfJGbK6,true,Alejandro Carranza,false,false,false,false,false,true,false,false,false,false,true,false,,false,false,true,,,
MINI SUPER LOS PINOS,,"Crucero Arandas, 47958 Jesós Maróa, Jal.",mx,47958,20.6844403,-102.2347767,https://maps.app.goo.gl/4brM9CZbks2qyCSq8,true,Julio Delgado,true,true,true,false,false,false,false,false,false,false,false,true,,false,true,false,,,
Museo del Tequila y el Mezcal,,Av Eje Central  s/n Col  Centro de la cuidad de mexico Area 2,mx,06010,19.4404005,-99.13929,https://maps.app.goo.gl/fsUX49BDTRXbVVMH7,true,Victor Curiel,true,false,true,false,false,false,false,false,false,false,false,false,,false,true,false,,,
One Club ,Mitras,"Av Simon Bolivar 111,postal Mitras Centro CP 64460 Monterrey Nl",mx,64460,25.6881006,-100.3469198,https://maps.app.goo.gl/bVGw8SRA52SQeKpD9,true,Alejandro Carranza,false,false,false,false,false,true,false,true,false,false,false,false,,false,false,true,,,
Rancho Nuevo,Cumbres,"Av.Paseo de los leones 2320, Cumbres Elite 2do sec CP 64630 Monterrey NL",mx,64630,25.7109001,-100.3790063,https://maps.app.goo.gl/F1hiCtKgWdm6cNPq8,true,Alejandro Carranza,false,false,false,false,false,false,false,true,false,false,false,false,,false,false,true,,,
SANTOS LICORES 1,,"Miguel Alemón 1, 47950 Jesós Maróa, Jal.",mx,47950,20.6086223,-102.2192306,https://maps.app.goo.gl/pPUndroZzuD1WGod8,true,Julio Delgado,true,true,true,false,false,false,false,false,false,false,false,false,,false,true,false,,,
SERVIRENT,,"Av. Independencia Poniente 425, 47750 Atotonilco el Alto, Jal.",mx,47750,20.5464934,-102.5149027,https://maps.app.goo.gl/nBrnbz4GEgWrEMnM6,true,Julio Delgado,true,true,true,false,false,false,false,false,false,false,false,false,,false,true,false,,,
Tequilera Casa Loy,,"Carretera Ayotlón-Atotonilco km 6.5 Las Villas, 47930, 47930, Ayotlón, Jal.",mx,47930,20.539827,-102.3966494,https://maps.app.goo.gl/NtAwpqzqFdDNhas39,true,Alejandro Carranza,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,false,,,
Ultramarinos Las RRR,Centro,"Av. Rivera de san Cosme Loc. 2 Col San Rafael, Cuauhtemoc",mx,06470,19.4425845,-99.1639632,https://maps.app.goo.gl/hVn2X6YsoXqR8hr68,true,Victor Curiel,false,false,true,false,false,false,false,false,false,false,false,false,,false,true,false,,,
Via Ditalia ,Satelite,"Paseo del Acueducto 101, Acueducto Satelite CP 64960, Monterrey",mx,64960,25.6036429,-100.2769816,https://maps.app.goo.gl/VtFBtWEBUrLU7qbVA,true,Alejandro Carranza,false,false,false,false,false,false,false,false,false,false,true,false,,false,false,true,,,
Via Ditalia ,Vista Hermosa ,"CanadÃ¡ 333, Vista Hermosa, CP 64620, Monterrey NL",mx,64620,25.6908699,-100.3584405,https://maps.app.goo.gl/pw7tqK2TLpmcstss8,true,Alejandro Carranza,false,false,false,false,false,false,false,false,false,false,true,false,,false,false,true,,,
Vie Events,,"Av. Paseo de los Leones 7004, Col. Valle de Cumbres CP 64344, Premier NL",mx,64344,25.7548561,-100.4421324,https://maps.app.goo.gl/1AFgsCm8r8ZyRyAt5,true,Alejandro Carranza,false,false,false,false,false,false,false,false,true,false,false,false,,false,false,true,,,
VINATERIA 18,,"Belisario Domónguez 63, Santuario, 59300 La Piedad de Cabadas, Mich.",mx,59300,20.3374897,-102.0217418,https://maps.app.goo.gl/JzTNtDB7ZrkdspBG8,true,Julio Delgado,true,true,true,false,true,false,false,false,true,false,true,true,,false,true,false,,,
VINATERIA 18,,"Michoacón 706-b, Cerro Prieto, 59334 La Piedad de Cabadas, Mich.",mx,59334,20.3624204,-102.0257273,https://maps.app.goo.gl/EoLAdujiL4gne6ah9,true,Julio Delgado,true,true,true,false,true,false,false,false,true,false,true,true,,false,true,false,,,
VINATERIA LOS PEREZ,,"Róo Pónuco s/n, Buena Huerta, 59254 Yurócuaro, Mich.",mx,59254,20.3338828,-102.2687025,https://maps.app.goo.gl/NvFo8kqRep6ovsW18,true,Julio Delgado,false,false,true,false,true,false,false,false,false,false,false,false,,false,true,false,,,
Vinicola Sta Barbara,Parque,"47180, Centro, 47180 Arandas, Jal.",mx,47180,20.7060631,-102.3490162,https://maps.app.goo.gl/DctyDsst7ZKXe72C8,true,Isaac Gomez,,,,,,,,,,,,,,,false,true,false,,,
Vinicola Sta Barbara,Francisco I. Madero,"Francisco I. Madero 306, Centro, 47183 Arandas, Jal.",mx,47183,20.7049191,-102.3387462,https://maps.app.goo.gl/2rH9UENz1TBKFsx86,true,Isaac Gomez,,,,,,,,,,,,,,,false,true,false,,,
Vinicola Sta Barbara,Express,"C. Alfonso Torres López 526, Hacienda Palomino, 47185 Arandas, Jal.",mx,47185,20.6952428,-102.3583389,https://maps.app.goo.gl/ZfxeD8fEbj3YgGMz8,true,Isaac Gomez,,,,,,,,,,,,,,,false,true,false,,,
Vinicola Sta Barbara,Ocotlan,"Calle M. Hidalgo 351-A, Centro, 47800 Ocotlón, Jal.",mx,47800,20.3513382,-102.7737426,https://maps.app.goo.gl/fXDUgzZhdXrZPUzW6,true,Isaac Gomez,,,,,,,,,,,,,,,false,true,false,,,
Vinicola Sta Barbara,Matriz,"Francisco, C. Gobernador Medina Ascencio 587, 47185 Arandas, Jal.",mx,47185,20.7055836,-102.3604939,https://maps.app.goo.gl/ZkQSF8KKjkiLS6mE6,true,Isaac Gomez,,,,,,,,,,,,,,,false,true,false,,,
Vino Por Vino,Yurecuaro,"16 de Septiembre 15, Centro, 59250 Yurócuaro, Mich.",mx,59250,20.3394269,-102.2827974,https://maps.app.goo.gl/kt8n7SKr2NKZEM3Z8,true,Isaac Gomez,,,,,,,,,,,,,,,false,true,false,,,
Vino Por Vino,Mariano Jimenez,"Av. Mariano Jimónez 823, Jardines del Carmen, 59385 La Piedad de Cabadas, Mich.",mx,59385,20.3439542,-102.0341503,https://maps.app.goo.gl/FgDcwKWWW1VShR1j7,true,Isaac Gomez,,,,,,,,,,,,,,,false,true,false,,,
Vino Por Vino,La Fuente,"Boulevard, Adolfo López Mateos Ote. 304, Centro, 59359 La Piedad de Cabadas, Mich.",mx,59359,20.3362948,-102.0184557,https://maps.app.goo.gl/13pWcpwVNLjpa4Lc8,true,Isaac Gomez,,,,,,,,,,,,,,,false,true,false,,,
Vino Por Vino,Matriz,"C. Blvd. Lózaro Córdenas 1350, Sta Fó, 59370 La Piedad de Cabadas, Mich.",mx,59370,20.351158,-102.04141,https://maps.app.goo.gl/DHxNTYeJAN5cfVZR7,true,Isaac Gomez,,,,,,,,,,,,,,,false,true,false,,,
Vino Por Vino,Reyes,"Calle Av. Los Reyes 829, Los Reyes, 36570 Irapuato, Gto.",mx,36570,20.662984,-101.35752,https://maps.app.goo.gl/EaZPhGS41pFonjns6,true,Isaac Gomez,,,,,,,,,,,,,,,false,true,false,,,
Vino Por Vino,Boulevard,"Calle Boulevard Lózaro Córdenas, La Piedad de Cavadas - Degollado 484, Centro, 59340 La Piedad de Cabadas, Mich.",mx,59340,20.3477905,-102.0291241,https://maps.app.goo.gl/DSu9VgmgtNdj31Xc6,true,Isaac Gomez,,,,,,,,,,,,,,,false,true,false,,,
Vino Por Vino,Ciudad Del Sol,"Calle Vía Láctea 544 A Y B, Cd del Sol, 59310 La Piedad de Cabadas, Mich.",mx,59310,20.3737739,-102.0255134,https://maps.app.goo.gl/589KypNcmu1w4EENA,true,Isaac Gomez,,,,,,,,,,,,,,,false,true,false,,,
Vino Por Vino,Select,"Heriberto Jara 48, La Piedad de Cavadas Centro, 59386 La Piedad de Cabadas, Mich.",mx,59386,20.3461862,-102.0297819,https://maps.app.goo.gl/utNx8Uo6co7RzD6Z9,true,Isaac Gomez,,,,,,,,,,,,,,,false,true,false,,,
Vino Por Vino,Villas,"P.er de la Altiplanicie 1596, Quinta las Villas, 36643 Irapuato, Gto.",mx,36643,20.68199,-101.3834374,https://maps.app.goo.gl/x7brFXRgLDJK8Thb7,true,Isaac Gomez,,,,,,,,,,,,,,,false,true,false,,,
107 Liquor,,"250 W Kiehl Ave, Sherwood, AR 72120, EE. UU.",usa,72120,34.8328178,-92.2326974,https://maps.app.goo.gl/Pfn34ogoe56hguP5A,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
3 Margaritas Downtown Cocina Mexicana,,"519 16th St Mall, Denver, CO 80202, EE. UU.",usa,80202,39.7442438,-104.9907437,https://maps.app.goo.gl/c94UP3ZenVUrWXef9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,,,true
3 Margaritas Lakewood,,"5130 S Wadsworth Blvd, Littleton, CO 80123, EE. UU.",usa,80123,39.6237111,-105.0906389,https://maps.app.goo.gl/7VZw8L4dgz9SKNr98,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,,,true
3 Margaritas Longmont,,"2350 Main St, Longmont, CO 80501, EE. UU.",usa,80501,39.6237111,-105.0906389,https://maps.app.goo.gl/zQXiAAvq4obL8qRg9,true,Sofia Mejia,,,,,,,,,,,,,,,,false,true,,,true
VINOS ADAN,,"Morelos 77, Sta Teresita, 45430 Zapotlanejo, Jal.",mx,45430,20.6235149,-103.0672089,https://maps.app.goo.gl/Pp1NmEdUjvmoJdSt8,true,Julio Delgado,true,true,true,true,true,false,false,false,false,false,false,false,,false,true,false,,,
3 Margaritas Orchard Mall,,"14697 Delaware St, Westminster, CO 80023, EE. UU.",usa,80023,39.9624524,-104.9924678,https://maps.app.goo.gl/NJKKivwJWqHCPP5KA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,true
VINOS CARRILLO,,"Calle M. Hidalgo 45, Centro, 47980 Ocotlón, Jal.",mx,47980,20.3460324,-102.7744128,https://maps.app.goo.gl/p18QCLBArgjAetQa6,true,Julio Delgado,true,true,true,false,true,true,true,false,false,false,false,false,,false,true,false,,,
VINOS CARRILLO,,"Andrós Terón 6, Centro, 47750 Atotonilco el Alto, Jal.",mx,47750,20.5513252,-102.5089115,https://maps.app.goo.gl/3RUP4DMC1919SKTT8,true,Julio Delgado,true,true,true,false,false,false,false,false,false,false,false,false,,false,true,false,,,
VINOS LA PLAYA,TECOMAN,"Av. López Mateos 330-A, Centro, 28100 Tecomón, Col.",mx,28100,18.9147688,-103.8761073,https://maps.app.goo.gl/UCFpQkRY6swWm5fr6,true,Julio Sanchez,true,false,false,true,true,false,false,true,false,false,false,false,,false,true,false,,,
3 Margaritas Westminster,,"9190 Wadsworth Pkwy, Westminster, CO 80021, EE. UU.",usa,80021,39.8628255,-105.0826875,https://maps.app.goo.gl/EhRNUZAYqb858NpE6,true,Sofia Mejia,,,,,,,,,,,,,,,,false,true,true,,
41st Avenue Liquor,,"2155 41st Ave, Capitola, CA 95010, Estados Unidos",usa,95010,36.980088,-121.965478,https://maps.app.goo.gl/htPQCYdaHtP5evNM6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,false,,,
5 Corner Liquor,,"109 W Main St, San Jacinto, CA 92583, Estados Unidos",usa,92583,33.7841059,-116.9594475,https://maps.app.goo.gl/wjEVGHHUhcMPt7479,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,false,,,
501 Wine and Spirits,,"1501 Harry Thomas Way NE, Washington, DC 20002, EE. UU.",usa,20002,34.6556115,-92.425075,https://maps.app.goo.gl/RHLt6BAfCtf2cxdX7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
701 Restaurant & Bar,,"620 W Whittier Blvd, Montebello, CA 90640, Estados Unidos",usa,90640,34.0100009,-118.106966,https://maps.app.goo.gl/GqQGMqavXvY2pTqi6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,false,,,
80 Twenty Wines,,"415 N Greenwood St, Pueblo, CO 81003, EE. UU.",usa,81003,38.2713669,-104.6135816,https://maps.app.goo.gl/NCXuf1DSRzbQmgeD6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,true,true
"80108 Wine & Spirits, Vape & Cigar - Castle Pines",,"572 Castle Pines Pkwy, Castle Pines, CO 80108, Estados Unidos",usa,80108,39.4684694,-104.8801783,https://maps.app.goo.gl/gr4NAShLqot6dVQ1A,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,true,
Access Auto,,"7906 T P White Dr, Jacksonville, AR 72076, EE. UU.",usa,72076,34.938486,-92.075645,https://maps.app.goo.gl/Pe4eX8B217ugMQPq8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,
Agave Underground,,"321 E Foothills Pkwy, Fort Collins, CO 80525, EE. UU.",usa,80525,40.5422378,-105.0725008,https://maps.app.goo.gl/HHPuPGA7GUc3EQ9b9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,true
Alux Cocina + Mixologia,,"23750 Alessandro Blvd M-101, Moreno Valley, CA 92553, Estados Unidos",usa,92553,33.9176017,-117.2500066,https://maps.app.goo.gl/pZkhZDL8UaD85Mwj6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,false,,,
Andys Liquors Mart,,"922 N 1st St #2240, Grand Junction, CO 81501, EE. UU.",usa,81501,39.0760168,-108.5703937,https://maps.app.goo.gl/Rv8jQnUKvjHNTTbD6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Angie's Liquor,,"1109 S Chelton Rd, Colorado Springs, CO 80910, EE. UU.",usa,80910,38.8161031,-104.7658744,https://maps.app.goo.gl/BFa2vTxBZuxVJabf7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Anglers Liquor Store,,"5624 Towson Ave, Fort Smith, AR 72901, EE. UU.",usa,72901,35.330404,-94.4233312,https://maps.app.goo.gl/4G1g6Xqiex7o7UD77,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,true,true,,
Argonaut Wine & Liquor,,"760 E Colfax Ave, Denver, CO 80203, EE. UU.",usa,80203,39.7397331,-104.9779846,https://maps.app.goo.gl/hv6tuzyd1n8V9CSm7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,true
Arka Valley Liquor,,"99 Fishlake Rd, Blackwell, AR 72823, EE. UU.",usa,72823,35.2220922,-92.8276029,https://maps.app.goo.gl/wGsPJkjaAu3SFDA48,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
ATM Rolando's Market,,"1033 Elkelton Blvd, Spring Valley, CA 91977, Estados Unidos",usa,91977,32.7134561,-117.0165322,https://maps.app.goo.gl/6dySruQEdfq3x8ji7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
B&B Liquors,,"141 E Broadway, Vista, CA 92084, Estados Unidos",usa,92084,25.8881853,-80.3673688,https://maps.app.goo.gl/QeGimnA7Bx42Cdq89,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Badger South | De Pere Liquor Co,,"1517 N River Center Dr, Milwaukee, WI 53212, Estados Unidos",usa,53212,43.0499966,-87.9106906,https://maps.app.goo.gl/QQ2TyietvCdAr3uV9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Barbarita's Liquors,,"400 E 41st St, Hialeah, FL 33013, Estados Unidos",usa,33013,25.8596395,-80.274316,https://maps.app.goo.gl/USPZHReD7S5wKJu48,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Barbaritás Liquors II,,"15544 NW 77th Ct, Miami Lakes, FL 33016, Estados Unidos",usa,33016,25.9146008,-80.325982,https://maps.app.goo.gl/NiPMb3VK8RpQ6KRJ7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Barley Bin,,"5427 Norwalk Blvd # D, Whittier, CA 90601, Estados Unidos",usa,90601,33.9981305,-118.0566157,https://maps.app.goo.gl/ZHdvqJ7kSnYJEEA89,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Barrel 2 Bottle,,,usa,95687,38.3648345,-121.9601921,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Barrel Brothers Liquor,,"2716 S Prairie Ave, Pueblo, CO 81005, EE. UU.",usa,81005,38.220901,-104.642954,https://maps.app.goo.gl/2F5oCUYc8XKqd9n19,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,,,true
Beaver Road Liquors,,"13504 AR-16, Shirley, AR 72153, Estados Unidos",usa,72153,35.5889043,-92.3043182,https://maps.app.goo.gl/ecSChAykMQR1y31WA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Beerland Liquor,,,usa,,33.7258952,-117.8560792,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
BestBev Liquor,,,usa,,32.640585,-117.0955851,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Mezcal Bar & Grill #1,,"16818 Sheridan Pkwy, Broomfield, CO 80023, EE. UU.",usa,80023,40.0007478,-105.0058715,https://maps.app.goo.gl/M3MUCTBvMV5EGMBZA,true,Sofia Mejia,,,,,,,,,,,,,,,,false,true,true,true,true
Big Bear Wine & Liquor,,"2037 S Pueblo Blvd, Pueblo, CO 81005, EE. UU.",usa,81005,38.229642,-104.662983,https://maps.app.goo.gl/99cQJSgfEj46WPSr6,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,true,,
Big Chain Liquor Store,,"601 E 13th St, North Little Rock, AR 72114, EE. UU.",usa,72114,34.766236,-92.2611285,https://maps.app.goo.gl/X9hHQSqwqd1ZHM2K6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Bilo's Liquor & Fine Wine,,"1002 E Main St, Magnolia, AR 71753, EE. UU.",usa,71753,33.2671963,-93.2278449,https://maps.app.goo.gl/obp8XQSvySBQ5Cug8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Birnam Wood Golf Club,,,usa,93108,34.4332371,-119.6083809,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,false,,,
Bleu Wine And Spirits,,,usa,92377,34.1370716,-117.3936265,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,false,,,
Blue Agave Grill,,"1201 16th St Mall #104, Denver, CO 80202, EE. UU.",usa,80202,39.7490318,-104.9968247,https://maps.app.goo.gl/UTPJZ5uTAbzpYC3M7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,,,true
Blue Bird Liquor,,,usa,90250,33.9071419,-118.3522088,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,false,,,
Brazas Cocina Latinoamericana,,,usa,93308,35.3836422,-119.0545842,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,false,,,
Bonnie Brae Liquor,,"785 S University Blvd, Denver, CO 80209, EE. UU.",usa,80209,39.7023342,-104.9597361,https://maps.app.goo.gl/fiWEmCGEuEFwBUYX7,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,true,,
Brighton HWY 7 Liquor,,"1201 E Bridge St, Brighton, CO 80601, EE. UU.",usa,80601,39.9870556,-104.8067254,https://maps.app.goo.gl/rxkK3QQPG4V21YA19,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,true
Broadway Liquor Store,,,usa,,32.6429475,-117.0937581,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Broadway Tavern & Grill,,"127 Broadway Ave, Pueblo, CO 81004, EE. UU.",usa,81004,38.2582299,-104.6210578,https://maps.app.goo.gl/fLbp4G1Jqq5qJ9zW9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,true
Broncos Parkway Trailhead at Cherry Creek,,"16400 E Broncos Pkwy, Centennial, CO 80016, EE. UU.",usa,80016,39.5783925,-104.7979671,https://maps.app.goo.gl/igBerVvvVez6suEw9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,,,true
Bruin Spirits,,"11177 S, Parker Valley Center, 11177 Dransfeldt Rd Ste 139, Parker, CO 80134, EE. UU.",usa,80134,39.5133447,-104.7706246,https://maps.app.goo.gl/EgkeptTFKr9mZ8mF9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Bubbles Liquor World,,"675 Genoa Way, Castle Rock, CO 80109, EE. UU.",usa,80109,39.411215,-104.869754,https://maps.app.goo.gl/5gpzJbc6D9En7wc3A,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,true
Bullard's Liquor Store,,"3450-3468 Old Cantrell Rd, Little Rock, AR 72202, EE. UU.",usa,72202,34.7650576,-92.3104459,https://maps.app.goo.gl/6fCu1NVMUsGjtpoZ6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
"Buster's Liquor, Fine Wine and Beer",,"2811 W Walnut St, Rogers, AR 72756, EE. UU.",usa,72756,36.3349122,-94.155913,https://maps.app.goo.gl/RSMfdFGYpEFcTboQ7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Caribe Cafe Restaurant,,"3953 NW 7th St, Miami, FL 33126, EE. UU.",usa,33126,25.8838973,-80.3183833,https://maps.app.goo.gl/gu7LXL5CYocj1VFPA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,,,
Casa Agave Longmont,,"451 S Pratt Pkwy, Longmont, CO 80501, EE. UU.",usa,80501,40.153643,-105.1074048,https://maps.app.goo.gl/xL31LF71CWsj4msr6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,,,
Casa Agave Superior,,"401 Center Dr, Superior, CO 80027, EE. UU.",usa,80027,39.9578392,-105.1705352,https://maps.app.goo.gl/BXKibaGA4iwMtCxy7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,,,
Casa Jimenez Eventos,,,usa,92335,34.1050671,-117.4309635,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,,,
Casa Tequilas Denver,,"934 16th St Mall, Denver, CO 80202",usa,80202,39.7467596,-104.994701,https://maps.app.goo.gl/SzvwWMFsrTyjPC3b8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,true,true
Casa Torres Restaurante y Cantina,,,usa,91342,34.2985156,-118.4412115,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Casa Vallarta,,"4002 S Parker Rd, Aurora, CO 80014, EE. UU.",usa,80018,39.6423997,-104.8281192,https://maps.app.goo.gl/mtqQ71gYNp11EFLn6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
CCM MARKET & THE BUTCHER CARNICERIA & COCINA,,,usa,90040,33.9962657,-118.1485423,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Celia's Rancho Restaurante,,,usa,90027,34.1606296,-118.3105325,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Castle Pines North Wine & Spirits,,"7280 Lagae Rd A, Castle Pines, CO 80108",usa,80108,39.4684694,-104.8801783,https://maps.app.goo.gl/MBYrrD9RK2kBcKm9A,,Sofia Mejia,,,,,,,,,,,,,,,false,true,,,,true
Center Town Liquors,,"161 N Park Square Unit B, Fruita, CO 81521, EE. UU.",usa,81521,39.1592098,-108.7328799,https://maps.app.goo.gl/Ht2M4cG47uEdkSg1A,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
CERTIFIED MARKET & LIQUOR,,,usa,91016,34.1518053,-117.9980339,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Champa Street liquors,,"1600 Champa St, Denver, CO 80202",usa,80202,39.7465841,-104.9934753,https://maps.app.goo.gl/aGn5Wh7PosZWwA559,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,,true,
Cheers Liquor & Wine,,"4828 W Sunset Ave, Springdale, AR 72762",usa,72762,36.1757418,-94.1839128,https://maps.app.goo.gl/DsbXGK94ixVqEadg6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Cherrywood Liquors,,"13679 Colorado Blvd, Thornton, CO 80602",usa,80241,39.9442891,-104.9410324,https://maps.app.goo.gl/DRpQD8uDBL1TkG6B7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,
Chiguacle,,,usa,90012,34.0570844,-118.2386807,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Chiguacle,,,usa,91352,34.2208698,-118.3678808,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Choice Liquors,,"680 Wapiti Ct, Rifle, CO 81650",usa,81650,39.5230257,-107.7731777,https://maps.app.goo.gl/qwD7XybJwRTUDouEA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Chubby Cheeks Liquor,,"820 Realtor Ave, Texarkana, AR 71854",usa,71854,33.4694826,-94.0336168,https://maps.app.goo.gl/ywf9Uw7nT5HynYGd7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
